Question,SelectedOptionId,TC Category Code
"Did you receive an IPIN (CP01 notice)? If yes, please upload the notice for each member listed on your tax return. ",No,NOT REQUIERED
"Did you receive an IPIN (CP01 notice)? If yes, please upload the notice for each member listed on your tax return. ",Yes,TC.IRS
"Did you receive an IPIN (CP01 notice)? If yes, please upload the notice for each member listed on your tax return. ",N/A,NOT REQUIERED
Did you receive an Identity Protection PIN (IP PIN) from the IRS?,N/A,NOT REQUIERED
Did you receive an Identity Protection PIN (IP PIN) from the IRS?,Yes,TC.IRS
Did you receive an Identity Protection PIN (IP PIN) from the IRS?,No,NOT REQUIERED
"Did you receive an Identity Protection PIN (IP PIN) from the IRS this year or a prior year? (If you already provided this to BeachFleischman, please select ""N/A"".)",Yes,TC.CPA
"Did you receive an Identity Protection PIN (IP PIN) from the IRS this year or a prior year? (If you already provided this to BeachFleischman, please select ""N/A"".)",N/A,NOT REQUIERED
"Did you receive an Identity Protection PIN (IP PIN) from the IRS this year or a prior year? (If you already provided this to BeachFleischman, please select ""N/A"".)",No,NOT REQUIERED
Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been the victim of identify theft? ,Yes,TC.CPA
Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been the victim of identify theft? ,No,NOT REQUIERED
Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been the victim of identify theft? ,N/A,NOT REQUIERED
"Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft? If yes, attach the IRS letter.",No,NOT REQUIERED
"Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft? If yes, attach the IRS letter.",Yes,TC.CPA
"Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft? If yes, attach the IRS letter.",N/A,NOT REQUIERED
"Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft? If yes, attach the IRS letter for filing returns in current year.",No,NOT REQUIERED
"Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft? If yes, attach the IRS letter for filing returns in current year.",N/A,NOT REQUIERED
"Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft? If yes, attach the IRS letter for filing returns in 2023.",Yes,TC.IRS
"Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft? If yes, attach the IRS letter for filing returns in 2023.",No,NOT REQUIERED
"Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft? If yes, attach the IRS letter for filing returns in 2023.",No,NOT REQUIERED
"Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft? If yes, attach the IRS letter for filing returns in 2023.",N/A,NOT REQUIERED
"Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft?  If yes, attach the IRS letter for filing returns in 2023.",Yes,TC.CPA
Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft? ,No,NOT REQUIERED
Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft? ,Yes,TC.IRS
Did you receive an Identity Protection PIN (IP PIN) from the IRS or have you been a victim of identity theft? ,N/A,NOT REQUIERED
Did you receive an identity pin from the IRS?,N/A,NOT REQUIERED
Did you receive an identity pin from the IRS?,No,NOT REQUIERED
"Did you receive an HSA distribution or acquire an interest in an HSA due to the death of the account beneficiary? If so, please upload form 1099-SA.",Yes,TC.HSA
"Did you receive an HSA distribution or acquire an interest in an HSA due to the death of the account beneficiary? If so, please upload form 1099-SA.",N/A,NOT REQUIERED
"Did you receive an HSA distribution or acquire an interest in an HSA due to the death of the account beneficiary? If so, please upload form 1099-SA.",No,NOT REQUIERED
Did you receive an HSA distribution or acquire an interest in am HSA due to the death of an account beneficiary? Please note that this question does not pertain to a flexible spending account (FSA).,No,NOT REQUIERED
Did you receive a W2 from a new employer?,Yes,TC.WAG
Did you receive a W2 from a new employer?,No,NOT REQUIERED
Did you receive a W2 from a new employer?,N/A,NOT REQUIERED
"Did you receive a refund on your prior year personal state tax return? If so, please log into your state portal and provide 1099-G.",No,NOT REQUIERED
"Did you receive a refund on your prior year personal state tax return? If so, please log into your state portal and provide 1099-G.",N/A,NOT REQUIERED
"Did you receive a refund on your prior year personal state tax return? If so, please log into your state portal and provide 1099-G.",Yes,TC.G99
Did you receive a form 1099-K? (Payment Card and Third Party Network Transactions),N/A,NOT REQUIERED
Did you receive a form 1099-K? (Payment Card and Third Party Network Transactions),Yes,TC.MIS
Did you receive a form 1099-K? (Payment Card and Third Party Network Transactions),No,NOT REQUIERED
"Did you receive a Form 1099-K, 1099-MISC, 1099-NEC, or other income statement for work done in what is commonly referred to as the ""gig"" economy? If so, please upload the 1099's received.",Yes,TC.OTH
"Did you receive a Form 1099-K, 1099-MISC, 1099-NEC, or other income statement for work done in what is commonly referred to as the ""gig"" economy? If so, please upload the 1099's received.",No,NOT REQUIERED
"Did you receive a Form 1099-K, 1099-MISC, 1099-NEC, or other income statement for work done in what is commonly referred to as the ""gig"" economy? If so, please upload the 1099's received.",N/A,NOT REQUIERED
"Did you receive a Form 1099-K, 1099-MISC, 1099-NEC, or other income statement for work done in what is commonly referred to as the ""gig"" economy?",N/A,NOT REQUIERED
"Did you receive a Form 1099-K, 1099-MISC, 1099-NEC, or other income statement for work done in what is commonly referred to as the ""gig"" economy?",No,NOT REQUIERED
"Did you receive a Form 1099-K, 1099-MISC, 1099-NEC, or other income statement for work done in what is commonly referred to as the ""gig"" economy?",N/A,NOT REQUIERED
"Did you receive a Form 1099-K, 1099-MISC, 1099-NEC, or other income statement for work done in what is commonly referred to as the ""gig"" economy?",Yes,TC.OTH
"Did you receive a Form 1099-K, 1099-MISC, 1099-NEC, or other income statement for work done in what is commonly referred to as the ""gig"" economy?",Yes,TC.MIS
"Did you receive a Form 1099-K, 1099-MISC, 1099-NEC, or other income statement for work done in what is commonly referred to as the ""gig"" economy?",No,NOT REQUIERED
Did you receive a distribution from an HSA?,Yes,TC.HSA
Did you receive a distribution from an HSA?,No,NOT REQUIERED
"Did you receive a distribution from an Education Savings Account or Qualified Tuition Program? If yes, please provide a copy of the Form 1099-Q(s).",No,NOT REQUIERED
"Did you receive a distribution from an Education Savings Account or Qualified Tuition Program? If yes, please provide a copy of the Form 1099-Q(s).",Yes,TC.Q99
"Did you receive a distribution from an Education Savings Account or Qualified Tuition Program? If yes, please provide a copy of the Form 1099-Q(s).",N/A,NOT REQUIERED
"Did you receive a distribution from an Education Savings Account or a Qualified Tuition Program? If so, please provide all 1099-Q forms received with additional confirmation of all college expenditures.",N/A,NOT REQUIERED
"Did you receive a distribution from an Education Savings Account or a Qualified Tuition Program? If so, please provide all 1099-Q forms received with additional confirmation of all college expenditures.",Yes,TC.Q99
"Did you receive a distribution from an Education Savings Account or a Qualified Tuition Program? If so, please provide all 1099-Q forms received with additional confirmation of all college expenditures.",No,NOT REQUIERED
"Did you receive a distribution from an Education Savings Account or a Qualified Tuition Program?  If yes, please provide detailed information and any tax forms received. ",N/A,NOT REQUIERED
"Did you receive a distribution from an Education Savings Account or a Qualified Tuition Program?  If yes, please provide detailed information and any tax forms received. ",Yes,TC.Q99
"Did you receive a distribution from an Education Savings Account or a Qualified Tuition Program?  If yes, please provide detailed information and any tax forms received. ",No,NOT REQUIERED
Did you receive a distribution from an Education Savings Account or a Qualified Tuition Program?,N/A,NOT REQUIERED
Did you receive a distribution from an Education Savings Account or a Qualified Tuition Program?,No,NOT REQUIERED
Did you receive a distribution from an Education Savings Account or a Qualified Tuition Program?,Yes,TC.Q99
"Did you receive a distribution from a Qualified Tuition Program or an Education Savings Account? If so, please provide the tax form in the document section. ",No,NOT REQUIERED
"Did you receive a distribution from a Qualified Tuition Program or an Education Savings Account? If so, please provide the tax form in the document section. ",Yes,TC.Q99
"Did you receive a distribution from a Qualified Tuition Program or an Education Savings Account? If so, please provide the tax form in the document section. ",N/A,NOT REQUIERED
Did you receive a distribution from a MSA?,N/A,NOT REQUIERED
