CPAQuestions,AnswerText,SelectedOptionId,OptionText,FormCategoryId,FirmId,Category Name,FormTypeID
"Did you or your spouse make any large retail purchases (cars, boats, etc.)?  If yes and you anticipate itemizing deductions, please provide the amount of sales tax paid on those items.",NULL,1,Yes,1884,2131,Federal Tax Payments,0
"Did you, your spouse, or any dependent(s) receive healthcare coverage this year?",NULL,1,Yes,1860,1886,Home office,0
Did you make any contributions to or withdrawals from a Health Savings Account (HSA) in the year?,NULL,2,No,1862,1437,Closing Statement,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,3,N/A,1895,2185,Loan Closing Statement,0
"Did you, your spouse, or any dependent receive healthcare coverage this year from the marketplace?",NULL,1,Yes,1859,2315,Business auto usage,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,2,No,1841,2402,IRS/State Notices,0
Did you or your spouse contribute to a Health Savings Account? ,NULL,1,Yes,1262,2529,Sch. F (Farm Income),23701
Did you or your spouse pay any student loan interest this year?,NULL,2,No,1845,1099,Unemployment (1099-G),0
"RETIREMENT CONTRIBUTIONS: Did you/spouse contribute, or plan to contribute to an IRA before 4/15/2024? ",NULL,2,No,1838,377,Electric Vehicle (Manufacturer's certification and bill of sale),0
"Did you pay any out-of-pocket medical expenses (Co-pays, prescription drugs, etc.)?",NULL,1,Yes,1881,2085,Form 3921 - Exercise of Incentive Stock Options,0
Did you purchase or sell your primary residence?,NULL,1,Yes,1837,2326,529/Coverdell Year End Statement ,0
"Did you purchase or sell your primary residence? (If yes, please provided the closing statement)",NULL,2,No,1837,1721,529/Coverdell Year End Statement ,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,3,N/A,1841,291,IRS/State Notices,0
"Did you sell, exchange, or purchase any other real estate during the year?",NULL,1,Yes,1837,1928,529/Coverdell Year End Statement ,0
"Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?",NULL,2,No,1863,2634,Unreimbursed Business Expenses,0
Did you or your spouse attend classes or a trade school?,NULL,2,No,1288,2529,1095-B (Health Coverage),21319
"Did you, your spouse or a dependent incur any tuition expenses that are required to attend a college, university, or vocational school?",NULL,3,N/A,1864,1395,PPP Loan Details,0
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",NULL,2,No,1851,1928,Foreign Bank Account,0
"Did you have any educational expenses during the year on behalf of yourself, your spouse, or a dependent?",NULL,1,Yes,1864,1164,PPP Loan Details,0
Could you please include all Forms 1095-A?,NULL,1,Yes,1859,1574,Business auto usage,0
Did you convert any of your IRA or retirement plan account balances to a ROTH IRA or ROTH 401(k)?,NULL,1,Yes,1851,1389,Foreign Bank Account,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,1,Yes,1841,2274,IRS/State Notices,0
Did you purchase a qualified plug-in electric drive vehicle or qualified fuel cell vehicle this year?,NULL,2,No,1246,38,Schedule K-1s,23692
"Did you or your spouse receive payment from a pension, profit sharing plan, or retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",NULL,1,Yes,1851,2530,Foreign Bank Account,0
Do you or your spouse have an IRS-issued Identity Protection PIN (IP PIN)? Provide copy of current year letter(s) from IRS.,NULL,1,Yes,1271,2011,Alimony Paid,204080
"Did you purchase a new or previously owned Clean vehicle this year that is eligible for the new clean vehicle credit? If yes, attach the vehicle statement from the dealer.",NULL,2,No,1854,2629,1099-G,0
Did you start a self employed business venture in 2023?,NULL,1,Yes,1850,1574,1098-T (Education),0
Do you own a rental property?,NULL,2,No,1852,2530,Form 8332,0
Question 2,NULL,1,Yes,1848,15,Voided Check,0
"Did you purchase healthcare through the marketplace(healthcare.gov)? If yes, please provide form 1095A to our office.",NULL,2,No,1859,2291,Business auto usage,0
"Did you or your spouse receive any gambling winnings in 2023?  If yes, please provide any Forms W-2G received.",NULL,3,N/A,1835,1141,Cancelled/Forgiven Debt (1099-C),0
"If yes, do you have a health savings account (HSA) and did you make any deductible contributions to it?  Maximum individual contributions are $3,850 ($7,750 for family coverage).  An additional catch-up contribution of $1,000 is available if  the covered participant is at least 55 years of age.",NULL,3,N/A,1839,1305,Large Retail Purchase (Bill of Sale),0
Did you refinance your primary residence?,NULL,2,No,3167,653,Driver's License/ID,0
Did you or your spouse pay any student loan interest this year?,NULL,2,No,1845,2530,Unemployment (1099-G),0
"Did you, your spouse, or any dependent receive healthcare coverage this year?",NULL,2,No,1859,2593,Business auto usage,0
Send DRL,NULL,1,Yes,1248,114,Child Income,203990
Please provide payment confirmations for EACH payment made,NULL,1,Yes,1895,1413,Loan Closing Statement,0
"If you are new to working with Pitch CPA, please make sure to provide the last three years of tax returns.",NULL,1,Yes,3003,1570,1099-R (Roth conversion),0
Did you make estimated tax payments for the current year?,NULL,3,N/A,1888,2511,Clean Vehicle Statement from the dealer,0
"Did you or your spouse pay court-ordered alimony to a former spouse? If yes, please provide information on the amount paid in 2023. ",NULL,3,N/A,1842,1568,IRS Identity Protection Personal Identification (IP PIN - Notice CP01A),0
"Did you or your spouse sell, exchange, or purchase any real estate? If yes, include closing statements.",NULL,2,No,1837,1484,529/Coverdell Year End Statement ,0
Did you or your spouse open a new investment account or have activity in a previously dormant account or accounts?,NULL,3,N/A,1849,2645,Estimated Tax Payments,0
"LONG TERM CARE: Did you/spouse receive any distributions from long-term care insurance contracts?  If so, please upload corresponding Form 1099-LTC.",NULL,2,No,3192,377,0,0
"Did you sell, exchange, or purchase any other real estate during the year?",NULL,1,Yes,1893,1815,"Other Income (bartering transactions, tips, prize money, gambling winnings)",0
"Did you, your spouse, or your dependents attend a post-secondary school during the year?",NULL,2,No,1864,1870,PPP Loan Details,0
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan? If so, please provide Form 1099-R.",NULL,3,N/A,1849,1709,Estimated Tax Payments,0
"Did you make any FEDERAL Estimated Tax Payments for 2023?  If yes, please provide the amounts(s) and date(s) for each payment in the ""Document Request List."" ",NULL,1,Yes,3022,725,Business Expense Organizer excel file,0
Please provide front and back copies of driver’s license. Please select 'Yes' to complete questionnaire.,NULL,3,N/A,3270,459,0,0
"Did you sell, exchange, or purchase any other real estate during the year?",NULL,2,No,1837,1732,529/Coverdell Year End Statement ,0
Did you refinance your primary home?,NULL,3,N/A,1837,2464,529/Coverdell Year End Statement ,0
Did you make any federal estimated tax payments for tax year 2023?,NULL,1,Yes,1895,1570,Loan Closing Statement,0
Did you refinance your primary residence?,NULL,2,No,1875,2315,Home Purchase Disclosure,0
Do you own a rental property?,NULL,3,N/A,1852,2530,Form 8332,0
"Did you have any children that were under age 19 or were a full-time student under age 24 that had unearned income in excess of $2,500?",NULL,1,Yes,1834,2593,"New Income Source (W2, 1099, K1)",0
"Was the coverage Marketplace coverage through healthcare.gov?  If Yes, please upload a copy of the 1095-A to the Document Request List Section.",NULL,1,Yes,1859,1536,Business auto usage,0
Kaushal - Production Azure Migration,NULL,1,Yes,1849,3,Estimated Tax Payments,0
Did you or your spouse contribute to an IRA this year?,NULL,2,No,1838,1717,Electric Vehicle (Manufacturer's certification and bill of sale),0
Did you or your spouse ever use any portion of the home for business purposes?,NULL,1,Yes,1870,1574,Taxpayer's Driver License,0
Did you receive long-term care for yourself or your family?,NULL,1,Yes,1881,2420,Form 3921 - Exercise of Incentive Stock Options,0
"Could you please provide closing statements, if applicable?",NULL,1,Yes,1837,1574,529/Coverdell Year End Statement ,0
Have you already provided our firm with your prior year tax return?,NULL,1,Yes,1847,2530,1099-R (Retirement Rollover),0
"Did you or your spouse make any Gifts to any one individual during the year in excess of $17,000 that may require the filing of a gift tax return? If yes, please upload support containing the type of gift, the value of the gift, the gift recipient's name, relationship to you, and address to the ""Document Request List."" ",NULL,1,Yes,1854,725,1099-G,0
Did you or your spouse pay any student loan interest this year?,NULL,1,Yes,1845,2131,Unemployment (1099-G),0
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",NULL,2,No,1851,715,Foreign Bank Account,0
Did you pay or receive long-term care for yourself or your family?,NULL,1,Yes,1881,1574,Form 3921 - Exercise of Incentive Stock Options,0
Did you make any contributions to a Donor Advised Fund during the year?,NULL,2,No,1854,1982,1099-G,0
Did you purchase or sell your primary residence?,NULL,2,No,1837,1974,529/Coverdell Year End Statement ,0
Did you make any contributions to a Donor Advised Fund during the year?,NULL,1,Yes,1854,1982,1099-G,0
"Did you or your spouse receive deferred, retirement, or severance compensation?",NULL,2,No,1851,2315,Foreign Bank Account,0
Could you please provide your settlement statements? ,NULL,1,Yes,1837,1574,529/Coverdell Year End Statement ,0
"Did you pay estimated taxes for tax year 2022? If yes, please upload documentation of the estimated tax payments.",NULL,3,N/A,1888,2561,Clean Vehicle Statement from the dealer,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,2330,Loan Closing Statement,0
Did you purchase an electric vehicle?,NULL,2,No,3044,1458,IP PIN Letter from IRS,0
"Did you sell, exchange, or purchase any other real estate during the year, such as a rental property, inherited property,  or second home? ",NULL,2,No,2997,411,Cancelled Debt information,0
Other Income - (MN Only) Did you or your spouse receive the one-time MN rebate in 2023 ($260 per individual/child)?,NULL,3,N/A,1832,2295,1099-G (Unemployment Income),0
Did you convert an existing IRA into a Roth IRA?,NULL,1,Yes,1851,1299,Foreign Bank Account,0
Did you or your spouse receive unemployment? ,NULL,2,No,2837,2529,IRS IP PIN Letter,0
You said moved last year. Was this military service related? ,NULL,1,Yes,1264,2289,1099-G (Tax Refund),23771
"Did you or your spouse make payment to a retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",NULL,2,No,1838,2085,Electric Vehicle (Manufacturer's certification and bill of sale),0
"Did you, your spouse, or any dependents receive an Identity Protection Pin (IP PIN) from the IRS or have you or your dependents been a victim of identity theft? If yes, upload the IRS letter.",NULL,3,N/A,1853,2080,1099-C,0
