CPAQuestions,SelectedOptionId,FormCategoryId,Category Name
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
Did you have any new sources of income last year that you've not had in previous years?,1,2713,Real Estate Purchase
"Did you or your spouse sell, exchange or purchase any real estate?  ",1,1837,529/Coverdell Year End Statement 
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",2,0,Not Required
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",1,1895,Loan Closing Statement
"Did you, your spouse, or any dependent receive healthcare coverage through the Marketplace (i.e. MNSure) in 2023?",2,0,Not Required
Did you or your spouse buy or sell stocks or mutual funds? ,2,0,Not Required
Did you or your spouse have any transactions pertaining to a medical savings account (MSA)?,1,1844,Rental Income & Expenses (Per Property)
"Did you or your spouse contribute to a retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",1,1838,Electric Vehicle (Manufacturer's certification and bill of sale)
"Did you contribute money to a state 529 plan in your resident state?  (IL - Bright Start, Bright Directions, College Illinois)  If yes, please provide backup documentation.",2,0,Not Required
"Did you or your spouse start or purchase a business or farm, purchase rental or royalty property, or acquire an interest in a partnership, S corporation, trust, or REMIC?",3,0,Not Required
"Did you pay any real estate taxes for your primary and/or secondary home(s) that are not already reported on your Form 1098, if applicable?",3,0,Not Required
"Were you or your spouse the grantor of, or transferor to, a foreign trust that existed during 2023, whether or not you had any beneficial interest in it?",2,0,Not Required
"Did you or your spouse receive income through any of the following methods (bartering transaction, tips, prize money, gambling winnings, etc.)?",2,0,Not Required
Did you purchase or sell your primary residence during the year?,2,0,Not Required
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",1,1895,Loan Closing Statement
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",3,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",2,0,Not Required
Did you incur any medical expenses that may exceed 7.5% of your estimated aggregate adjusted gross income during the year?,3,0,Not Required
Education Expenses - Did you make any withdrawals from an education savings plan or a 529 Plan Account?,3,0,Not Required
"Did you engage in any of the following in crypto activities in 2022: (A) Sold cryptocurrency (or NFTs) and received cash, or traded cryptocurrency (or NFTs) for another cryptocurrency (or NFTs); (B) Spent cryptocurrency to purchase goods or services; (C) Received cryptocurrency through wages, interest income, airdrops, hard forks, mining or other rewards; (D) Received and/or sent cryptocurrency as a gift; (E) Purchased cryptocurrency using USD/EUR/OTHER; (F) Transferred cryptocurrency between your own wallets & exchange accounts; (G) Disposed of ""financial interest"" in digital assets?",2,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",2,0,Not Required
"Did you or your spouse receive deferred, retirement, or severance compensation?",1,1851,Foreign Bank Account
Did you open up a new investment account in 2023,2,0,Not Required
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?",2,0,Not Required
Did you or your spouse receive Social Security Income? ,1,1253,IRS Notices
Was your coverage through the Marketplace?,2,0,Not Required
Did you take a distribution from an education savings account or 529 plan during the year?,1,1833,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) 
Did you utilize any portion of your home for business use?,1,1870,Taxpayer's Driver License
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
Did you pay any mortgage interest on an existing home loan?,1,1882,1099-K - Payment Card and Third Party Network Transactions
Were you or your spouse notified or audited by the IRS or a State taxing agency?,2,0,Not Required
Please provide Form 1099-B.,1,1849,Estimated Tax Payments
"Did you receive payment from a pension or profit sharing plan this year or expect to receive any payment next year? If yes, please upload documentation.",3,0,Not Required
"DEBTS: Did you/spouse have any debts canceled, forgiven or refinanced (other than mortgage loan refinance) in 2023? If so, upload documentation such as Form 1099-C.",1,3185,Business Forms W-3
Do you own rental property?,1,1852,Form 8332
Did you purchase or sell your primary residence?,2,0,Not Required
Did you or your spouse make any gifts or contributions to any one entity or individual?,3,0,Not Required
Other Income - Did you or your spouse perform any work outside of the US?,2,0,Not Required
"Did you or your spouse pay any individual $2,600 or more in household employee wages?",2,0,Not Required
Did you or your spouse pay any student loan interest this year?,2,0,Not Required
"Did you purchase a vehicle that may qualify for the New, Previoulsy Owned and Qualified Commercial Clean Vehicle Credit? If yes, please submit purchase contract - this is a special document from the dealer called ""seller report,"" ""time of sale report,"" or similar. Note that vehicles purchased from a private party do not qualify",3,0,Not Required
Did you or your spouse pay any student loan interest this year?,2,0,Not Required
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?",1,1893,"Other Income (bartering transactions, tips, prize money, gambling winnings)"
Did you purchase or sell your primary residence?,1,1260,Non-Cash Contributions
Did you start a self employed business venture in 2022,1,1850,1098-T (Education)
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",1,1895,Loan Closing Statement
"Other Credits - Did you or your spouse pay for child care while you worked, looked for work, or were a full-time student?",1,1863,Unreimbursed Business Expenses
Did you or your spouse make any cash charitable donations?  ,1,1886,Other Tax Payments
Did you or your spouse take out a home equity loan this year?,1,702,1098s (Home Mortgage Interest)
"Did you make a contribution to, or receive a distribution from,  a retirement plan (401(k), IRA, SEP, SIMPLE, Qualified Plan, etc. for 2023?   If you want to make a contribution for 2023,  it must be made before 4/15/2024.",1,1851,Foreign Bank Account
"Did you receive a distribution from, or were you the grantor of, or transferor to, a foreign trust or did you have an interest in any foreign bank accounts or assets?",1,1890,ABLE Account 1099QA / 5498-QA
"Did you engage in any of the following in crypto activities in 2023: (A) Sold cryptocurrency (or NFTs) and received cash, or traded cryptocurrency (or NFTs) for another cryptocurrency (or NFTs); (B) Spent cryptocurrency to purchase goods or services; (C) Received cryptocurrency through wages, interest income, airdrops, hard forks, mining or other rewards; (D) Received and/or sent cryptocurrency as a gift; (E) Purchased cryptocurrency using USD/EUR/OTHER; (F) Transferred cryptocurrency between your own wallets & exchange accounts; (G) Disposed of ""financial interest"" in digital assets?",2,0,Not Required
